"spp","long","lat","He","He_harm","He_harm2","He_harm3","Source","Marker","min_dist","He_harm_w","He_harm2_w","He_harm3_w","ID","sp_name_std_v1","Article_ID","Study_ID","Type","Param","Trend","SHIFT","UNIT","DUR","v.lat.mean","v.ele.mean","trend.mean","START","END","Sampling","Uncertainty_Distribution","Uncertainty_Parameter","Nperiodes","N","Grain_size","Data","ID.area","group","Hemisphere","SHIFT_abs","velocity","vel_sign","Name","Article","DOI","LatCentDeg","LonCentDeg","Areakm2","LatExtentk","EleExtentm","Eleminm","Elemaxm","Elemeanm","Extent","NtempUnits","LogNtempUnits","Grain","ContinuousGrain","Quality","PrAb","StartF","ExtentF","AreaF","NtaxaF","obs_ID","Kingdom","Phylum","Class","Order","Family","Genus","Group","ECO","centroid.x","centroid.y","max_lat.x","max_lat.y","min_lat.x","min_lat.y","shift_sign","shift_vel_sign","lag","lag2","lag3"
"Sylvia atricapilla",7.82,48.03160234,0.76,0.764587525150905,1.15248137744319,0.0217975638628083,"De Kort","Microsatellite",232446.620612094,0.749023471361551,1.0705819970296,-0.0431121265121497,"A1_P1","Sylvia atricapilla","A1","P1","ELE","O","3",0.1276596,"m/year",23.5,-0.330836,13.12588,0.06809625,1979,2001.5,"TWO","PROCESSED","no",2,24,"small","occurrence-based",-2.9195685872578,"vertebrate","N",0.1276596,13.12588,"pos","A1_P1","Archaux_2004_Ibis","10.1111/j.1474-919X.2004.00246.x",6.6211,46.10779,463.67,18.82,1845.98,432.75,2278.73,1254.46,1845.98,2,0.693147180559945,"small",1,"RESURVEYED","occurrence","(1.97e+03,1.99e+03]","(1.75e+03,4.09e+03]","[1.54e-05,4.85]","[1,99]","S2","Animalia","Chordata","Aves","Passeriformes","Sylviidae","Sylvia","Bird","T",6.62110247,46.10778951,6.46982464149409,46.1957528171388,6.77883387558296,46.0210086764093,"pos","pospos",12.9982204,12.9982204,12.9982204
"Sylvia atricapilla",7.82,48.03160234,0.76,0.764587525150905,1.15248137744319,0.0217975638628083,"De Kort","Microsatellite",476069.656740368,0.749307571942505,1.0719271873973,-0.0420459903604247,"A1_P2","Sylvia atricapilla","A1","P2","ELE","O","-22",-0.7857143,"m/year",28,0.7513782,9.119254,0.04935485,1973.5,2000.5,"TWO","PROCESSED","no",2,17,"small","occurrence-based",-3.55301483557921,"vertebrate","N",0.7857143,9.119254,"pos","A1_P2","Archaux_2004_Ibis","10.1111/j.1474-919X.2004.00246.x",5.22594,44.14675,254.6,11.16,1714.63,125.83,1840.46,447.66,1714.63,2,0.693147180559945,"small",1,"RESURVEYED","occurrence","(1.97e+03,1.99e+03]","(880,1.75e+03]","[1.54e-05,4.85]","[1,99]","S33","Animalia","Chordata","Aves","Passeriformes","Sylviidae","Sylvia","Bird","T",5.22593522,44.14675371,5.08591749339763,44.1980043566158,5.08489038488341,44.0956661716565,"neg","negpos",9.9049683,9.119254,0
"Sylvia atricapilla",10.86,59.84252628,0.73,0.734406438631791,0.99446037375206,-0.103442631734936,"De Kort","Microsatellite",953054.218968778,0.74727727779985,1.06125746340275,-0.0505023239416495,"A113_P1","Sylvia atricapilla","A113","P1","LAT","O","-9.695",-0.2693056,"km/year",36,2.348407,NA,0.03828653,1976,2011,NA,"PROCESSED","yes",4,94,"large","abundance-based",4.13364796426425,"vertebrate","N",0.2693056,2.348407,"pos","A113_P1","Virkkala_Lehikoinen_2014_GCB","10.1111/gcb.12573",26.2766,64.50932,333829.57,922.98,1351.34,0,1351.34,184.01,922.98,4,1.38629436111989,"very_large",4,"RESURVEYED","abundance","(1.97e+03,1.99e+03]","(880,1.75e+03]","(31.3,62.4]","[1,99]","S2269","Animalia","Chordata","Aves","Passeriformes","Sylviidae","Sylvia","Bird","T",26.27659671,64.50932287,27.8066596985863,70.0794219974273,22.9097194672796,59.8049888606475,"neg","negpos",2.6177126,2.348407,0
"Sylvia atricapilla",10.86,59.84252628,0.73,0.734406438631791,0.99446037375206,-0.103442631734936,"De Kort","Microsatellite",953054.218968778,0.74727727779985,1.06125746340275,-0.0505023239416495,"A113_P2","Sylvia atricapilla","A113","P2","LAT","O","-10.956",-0.996,"km/year",11,0.752779,NA,0.01142942,1976,1986,"TWO","PROCESSED","yes",2,94,"large","abundance-based",4.13364796426425,"vertebrate","N",0.996,0.752779,"pos","A113_P2","Virkkala_Lehikoinen_2014_GCB","10.1111/gcb.12573",26.2766,64.50932,333829.57,922.98,1351.34,0,1351.34,184.01,922.98,2,0.693147180559945,"very_large",4,"RESURVEYED","abundance","(1.97e+03,1.99e+03]","(880,1.75e+03]","(31.3,62.4]","[1,99]","S2416","Animalia","Chordata","Aves","Passeriformes","Sylviidae","Sylvia","Bird","T",26.27659671,64.50932287,27.8066596985863,70.0794219974273,22.9097194672796,59.8049888606475,"neg","negpos",1.748779,0.752779,0
"Sylvia atricapilla",10.86,59.84252628,0.73,0.734406438631791,0.99446037375206,-0.103442631734936,"De Kort","Microsatellite",953054.218968778,0.74727727779985,1.06125746340275,-0.0505023239416495,"A113_P3","Sylvia atricapilla","A113","P3","LAT","O","6.941",0.6941,"km/year",10,6.929532,NA,0.1109242,1986,1995,"TWO","PROCESSED","yes",2,94,"large","abundance-based",4.13364796426425,"vertebrate","N",0.6941,6.929532,"pos","A113_P3","Virkkala_Lehikoinen_2014_GCB","10.1111/gcb.12573",26.2766,64.50932,333829.57,922.98,1351.34,0,1351.34,184.01,922.98,2,0.693147180559945,"very_large",4,"RESURVEYED","abundance","(1.97e+03,1.99e+03]","(880,1.75e+03]","(31.3,62.4]","[1,99]","S2472","Animalia","Chordata","Aves","Passeriformes","Sylviidae","Sylvia","Bird","T",26.27659671,64.50932287,27.8066596985863,70.0794219974273,22.9097194672796,59.8049888606475,"pos","pospos",6.235432,6.235432,6.235432
"Sylvia atricapilla",10.86,59.84252628,0.73,0.734406438631791,0.99446037375206,-0.103442631734936,"De Kort","Microsatellite",953054.218968778,0.74727727779985,1.06125746340275,-0.0505023239416495,"A113_P4","Sylvia atricapilla","A113","P4","LAT","O","-6.123",-0.51025,"km/year",12,1.394681,NA,0.02487665,1995,2006,"TWO","PROCESSED","yes",2,94,"large","abundance-based",4.13364796426425,"vertebrate","N",0.51025,1.394681,"pos","A113_P4","Virkkala_Lehikoinen_2014_GCB","10.1111/gcb.12573",26.2766,64.50932,333829.57,922.98,1351.34,0,1351.34,184.01,922.98,2,0.693147180559945,"very_large",4,"RESURVEYED","abundance","(1.99e+03,2.01e+03]","(880,1.75e+03]","(31.3,62.4]","[1,99]","S2568","Animalia","Chordata","Aves","Passeriformes","Sylviidae","Sylvia","Bird","T",26.27659671,64.50932287,27.8066596985863,70.0794219974273,22.9097194672796,59.8049888606475,"neg","negpos",1.904931,1.394681,0
"Sylvia atricapilla",10.86,59.84252628,0.73,0.734406438631791,0.99446037375206,-0.103442631734936,"De Kort","Microsatellite",953054.218968778,0.74727727779985,1.06125746340275,-0.0505023239416495,"A113_P5","Sylvia atricapilla","A113","P5","LAT","O","-3.141",-0.5235,"km/year",6,5.460747,NA,0.0935116,2006,2011,"TWO","PROCESSED","yes",2,94,"large","abundance-based",4.13364796426425,"vertebrate","N",0.5235,5.460747,"pos","A113_P5","Virkkala_Lehikoinen_2014_GCB","10.1111/gcb.12573",26.2766,64.50932,333829.57,922.98,1351.34,0,1351.34,184.01,922.98,2,0.693147180559945,"very_large",4,"RESURVEYED","abundance","(1.99e+03,2.01e+03]","(880,1.75e+03]","(31.3,62.4]","[1,99]","S2656","Animalia","Chordata","Aves","Passeriformes","Sylviidae","Sylvia","Bird","T",26.27659671,64.50932287,27.8066596985863,70.0794219974273,22.9097194672796,59.8049888606475,"neg","negpos",5.984247,5.460747,0
"Sylvia atricapilla",14.54,48.44205935,0.76,0.764587525150905,1.15248137744319,0.0217975638628083,"De Kort","Microsatellite",268257.185488368,0.754866826296506,1.10088606310313,-0.0190945144618294,"A133_P1","Sylvia atricapilla","A133","P1","ELE","O","47",4.272727,"m/year",11,-0.44185,11.19409,0.06139881,1987,1997,"TWO","PROCESSED","no",2,51,"small","occurrence-based",-0.608120972715339,"vertebrate","N",4.272727,11.19409,"pos","A133_P1","Reif_Flousek_2012_Oikos","10.1111/j.1600-0706.2011.20008.x",15.68232,50.7369,4274.74,53.52,1361.6,178.44,1540.04,308.29,1361.6,2,0.693147180559945,"small",1,"BALANCED","occurrence","(1.99e+03,2.01e+03]","(880,1.75e+03]","[1.54e-05,4.85]","[1,99]","S6998","Animalia","Chordata","Aves","Passeriformes","Sylviidae","Sylvia","Bird","T",15.68232454,50.73690036,14.9785452856365,50.992564795429,16.3814963460795,50.4785615850492,"pos","pospos",6.921363,6.921363,6.921363
"Sylvia atricapilla",14.54,48.44205935,0.76,0.764587525150905,1.15248137744319,0.0217975638628083,"De Kort","Microsatellite",268257.185488368,0.754866826296506,1.10088606310313,-0.0190945144618294,"A133_P2","Sylvia atricapilla","A133","P2","ELE","O","31",2.818182,"m/year",11,-0.5124726,11.88863,0.06520834,1997,2007,"TWO","PROCESSED","no",2,51,"small","occurrence-based",-0.608120972715339,"vertebrate","N",2.818182,11.88863,"pos","A133_P2","Reif_Flousek_2012_Oikos","10.1111/j.1600-0706.2011.20008.x",15.68232,50.7369,4274.74,53.52,1361.6,178.44,1540.04,308.29,1361.6,2,0.693147180559945,"small",1,"BALANCED","occurrence","(1.99e+03,2.01e+03]","(880,1.75e+03]","[1.54e-05,4.85]","[1,99]","S7037","Animalia","Chordata","Aves","Passeriformes","Sylviidae","Sylvia","Bird","T",15.68232454,50.73690036,14.9785452856365,50.992564795429,16.3814963460795,50.4785615850492,"pos","pospos",9.070448,9.070448,9.070448
"Sylvia atricapilla",10.86,59.84252628,0.73,0.734406438631791,0.99446037375206,-0.103442631734936,"De Kort","Microsatellite",456904.158978809,0.743071086489001,1.03939402206973,-0.0678302841812843,"A135_P1","Sylvia atricapilla","A135","P1","LAT","O","-4274.412807",-0.388583,"km/year",11,-0.470659,-3.225668,-0.01288088,2001,2011,"TWO","PROCESSED","yes",2,101,"moderate","abundance-based",4.3648072279885,"vertebrate","N",0.388583,-0.470659,"neg","A135_P1","Tayleur_al_2015_GEB","10.1111/geb.12308",16.74447,62.816,446026.13,1276.02,2014.18,0,2014.18,321.88,1276.02,2,0.693147180559945,"moderate",2,"BALANCED","abundance","(1.99e+03,2.01e+03]","(880,1.75e+03]","(62.4,1.23e+04]","(99,277]","S7983","Animalia","Chordata","Aves","Passeriformes","Sylviidae","Sylvia","Bird","T",16.74446671,62.81600311,20.5332472818366,69.0612680633705,13.3512563541975,55.3287322289093,"neg","negneg",0.082076,0.082076,0.082076
"Sylvia atricapilla",10.86,59.84252628,0.73,0.734406438631791,0.99446037375206,-0.103442631734936,"De Kort","Microsatellite",456904.158978809,0.743071086489001,1.03939402206973,-0.0678302841812843,"A135_P1","Sylvia atricapilla","A135","P1","ELE","O","-2.228375251",-0.2025796,"m/year",11,-0.470659,-3.225668,-0.01288088,2001,2011,"TWO","PROCESSED","yes",2,101,"moderate","abundance-based",4.3648072279885,"vertebrate","N",0.2025796,-3.225668,"neg","A135_P1","Tayleur_al_2015_GEB","10.1111/geb.12308",16.74447,62.816,446026.13,1276.02,2014.18,0,2014.18,321.88,2014.18,2,0.693147180559945,"moderate",2,"BALANCED","abundance","(1.99e+03,2.01e+03]","(1.75e+03,4.09e+03]","(62.4,1.23e+04]","(99,277]","S8032","Animalia","Chordata","Aves","Passeriformes","Sylviidae","Sylvia","Bird","T",16.74446671,62.81600311,20.5332472818366,69.0612680633705,13.3512563541975,55.3287322289093,"neg","negneg",3.0230884,3.0230884,3.0230884
"Sylvia atricapilla",14.54,48.44205935,0.76,0.764587525150905,1.15248137744319,0.0217975638628083,"De Kort","Microsatellite",268257.185488368,0.754866826296506,1.10088606310313,-0.0190945144618294,"A142_P1","Sylvia atricapilla","A142","P1","ELE","O","5.2",5.2,"m/year",28,-0.2757599,6.362868,0.03489989,1984,2011,"CONTINUOUS","PROCESSED","no",28,50,"small","abundance-based",-0.608120972715339,"vertebrate","N",5.2,6.362868,"pos","A142_P1","Flousek_al_2015_PlosOne","10.1371/journal.pone.0139465",15.68232,50.7369,4274.74,53.52,1361.6,178.44,1540.04,308.29,1361.6,28,3.3322045101752,"small",1,"RESURVEYED","abundance","(1.97e+03,1.99e+03]","(880,1.75e+03]","[1.54e-05,4.85]","[1,99]","S9667","Animalia","Chordata","Aves","Passeriformes","Sylviidae","Sylvia","Bird","T",15.68232454,50.73690036,14.9785452856365,50.992564795429,16.3814963460795,50.4785615850492,"pos","pospos",1.162868,1.162868,1.162868
"Sylvia atricapilla",10.86,59.84252628,0.73,0.734406438631791,0.99446037375206,-0.103442631734936,"De Kort","Microsatellite",953054.218968778,0.74727727779985,1.06125746340275,-0.0505023239416495,"A143_P1","Sylvia atricapilla","A143","P1","LAT","O","7.3",-0.1738039,"km/year",27.5,2.348407,NA,0.03828653,1979.5,2006,"TWO","PROCESSED","no",2,128,"large","abundance-based",4.13364796426425,"vertebrate","N",0.1738039,2.348407,"pos","A143_P1","Lehikoinen_Virkkala_2016_GCB","10.1111/gcb.13150",26.2766,64.50932,333829.57,922.98,1351.34,0,1351.34,184.01,922.98,2,0.693147180559945,"very_large",4,"RESURVEYED","abundance","(1.97e+03,1.99e+03]","(880,1.75e+03]","(31.3,62.4]","(99,277]","S9740","Animalia","Chordata","Aves","Passeriformes","Sylviidae","Sylvia","Bird","T",26.27659671,64.50932287,27.8066596985863,70.0794219974273,22.9097194672796,59.8049888606475,"neg","negpos",2.5222109,2.348407,0
"Sylvia atricapilla",10.86,59.84252628,0.73,0.734406438631791,0.99446037375206,-0.103442631734936,"De Kort","Microsatellite",953054.218968778,0.74727727779985,1.06125746340275,-0.0505023239416495,"A144_P1","Sylvia atricapilla","A144","P1","LAT","O","-0.277",-0.277,"km/year",37.5,2.348407,NA,0.03828653,1974.5,2011,NA,"PROCESSED","no",5,92,"large","abundance-based",4.13364796426425,"vertebrate","N",0.277,2.348407,"pos","A144_P1","Valimaki_al_2016_Oecologia","10.1007/s00442-015-3525-x",26.2766,64.50932,333829.57,922.98,1351.34,0,1351.34,184.01,922.98,5,1.6094379124341,"very_large",4,"RESURVEYED","abundance","(1.97e+03,1.99e+03]","(880,1.75e+03]","(31.3,62.4]","[1,99]","S9856","Animalia","Chordata","Aves","Passeriformes","Sylviidae","Sylvia","Bird","T",26.27659671,64.50932287,27.8066596985863,70.0794219974273,22.9097194672796,59.8049888606475,"neg","negpos",2.625407,2.348407,0
"Sylvia atricapilla",7.82,48.03160234,0.76,0.764587525150905,1.15248137744319,0.0217975638628083,"De Kort","Microsatellite",258596.711859766,0.749215343324865,1.0715352708107,-0.0423566054610616,"A16_P1","Sylvia atricapilla","A16","P1","ELE","O","37",3.083333,"m/year",12,0.2762193,6.59215,0.03479165,1993,2004,"TWO","PROCESSED","yes",2,61,"moderate","occurrence-based",-4.40801502642357,"vertebrate","N",3.083333,6.59215,"pos","A16_P1","Popy_al_2010_JB","10.1111/j.1365-2699.2009.02197.x",8.0935,45.713,105.4,8.77,1665.3,510.02,2175.32,1620.81,1665.3,2,0.693147180559945,"moderate",2,"RESURVEYED","occurrence","(1.99e+03,2.01e+03]","(880,1.75e+03]","[1.54e-05,4.85]","[1,99]","S15308","Animalia","Chordata","Aves","Passeriformes","Sylviidae","Sylvia","Bird","T",8.09349784,45.71299928,8.16888941691309,45.7542788955546,8.01595105509716,45.6730475076364,"pos","pospos",3.508817,3.508817,3.508817
"Sylvia atricapilla",10.86,59.84252628,0.73,0.734406438631791,0.99446037375206,-0.103442631734936,"De Kort","Microsatellite",678075.086758136,0.745701565886778,1.05302151131453,-0.057029761601005,"A181_P1","Sylvia atricapilla","A181","P1","ELE","LE","-23",-1.4375,"m/year",16,0.576354,8.029236,0.04383365,1994,2009,"CONTINUOUS","PROCESSED","yes",16,80,"moderate","abundance-based",3.44196657478844,"vertebrate","N",1.4375,8.029236,"pos","A181_P1","Massimino_al_2015_BS","10.1080/00063657.2015.1089835",-2.63665,54.0785,227453.59,1068.05,1749,0,1749,152.94,1749,16,2.77258872223978,"moderate",2,"BALANCED","abundance","(1.99e+03,2.01e+03]","(880,1.75e+03]","(4.85,31.3]","[1,99]","S16243","Animalia","Chordata","Aves","Passeriformes","Sylviidae","Sylvia","Bird","T",-2.63665413,54.07849786,-1.29444503790813,60.6310997006907,-5.19305610635416,49.95526885997,"neg","negpos",9.466736,8.029236,0
"Sylvia atricapilla",10.86,59.84252628,0.73,0.734406438631791,0.99446037375206,-0.103442631734936,"De Kort","Microsatellite",678075.086758136,0.745701565886778,1.05302151131453,-0.057029761601005,"A181_P1","Sylvia atricapilla","A181","P1","LAT","LE","67802",4.237625,"km/year",16,0.576354,8.029236,0.04383365,1994,2009,"CONTINUOUS","PROCESSED","yes",16,80,"moderate","abundance-based",3.44196657478844,"vertebrate","N",4.237625,0.576354,"pos","A181_P1","Massimino_al_2015_BS","10.1080/00063657.2015.1089835",-2.63665,54.0785,227453.59,1068.05,1749,0,1749,152.94,1068.05,16,2.77258872223978,"moderate",2,"BALANCED","abundance","(1.99e+03,2.01e+03]","(880,1.75e+03]","(4.85,31.3]","[1,99]","S16265","Animalia","Chordata","Aves","Passeriformes","Sylviidae","Sylvia","Bird","T",-2.63665413,54.07849786,-1.29444503790813,60.6310997006907,-5.19305610635416,49.95526885997,"pos","pospos",-3.661271,-3.661271,0
"Sylvia atricapilla",8.12,53.52266401,0.75,0.754527162977867,1.09842695762,-0.0210434886140598,"De Kort","Microsatellite",710743.62141121,0.748876910609947,1.06944815872817,-0.0440107547155613,"A181_P1","Sylvia atricapilla","A181","P1","ELE","O","-31",-1.9375,"m/year",16,0.576354,8.029236,0.04383365,1994,2009,"CONTINUOUS","PROCESSED","yes",16,80,"moderate","abundance-based",3.44196657478844,"vertebrate","N",1.9375,8.029236,"pos","A181_P1","Massimino_al_2015_BS","10.1080/00063657.2015.1089835",-2.63665,54.0785,227453.59,1068.05,1749,0,1749,152.94,1749,16,2.77258872223978,"moderate",2,"BALANCED","abundance","(1.99e+03,2.01e+03]","(880,1.75e+03]","(4.85,31.3]","[1,99]","S16271","Animalia","Chordata","Aves","Passeriformes","Sylviidae","Sylvia","Bird","T",-2.63665413,54.07849786,-1.29444503790813,60.6310997006907,-5.19305610635416,49.95526885997,"neg","negpos",9.966736,8.029236,0
"Sylvia atricapilla",10.86,59.84252628,0.73,0.734406438631791,0.99446037375206,-0.103442631734936,"De Kort","Microsatellite",949018.368241123,0.747269942276366,1.06121905042291,-0.0505327683066128,"A247_P1","Sylvia atricapilla","A247","P1","LAT","O","30",1.090909,"km/year",27.5,1.945243,NA,0.03213202,1981.5,2008,"TWO","OPPORTUNISTIC","no",2,226,"large","occurrence-based",4.14340294438612,"vertebrate","N",1.090909,1.945243,"pos","A247_P1","Virkkala_Lehikoinen_2017_EE","10.1002/ece3.3328",26.22686,64.47058,337584.69,924.01,1351.34,0,1351.34,184.54,924.01,2,0.693147180559945,"large",3,"RAW","occurrence","(1.97e+03,1.99e+03]","(880,1.75e+03]","(62.4,1.23e+04]","(99,277]","S23275","Animalia","Chordata","Aves","Passeriformes","Sylviidae","Sylvia","Bird","T",26.22685667,64.47058356,27.9630007092154,70.0967925439408,22.880697926668,59.8093528127822,"pos","pospos",0.854334,0.854334,0.854334
"Sylvia atricapilla",14.54,48.44205935,0.76,0.764587525150905,1.15248137744319,0.0217975638628083,"De Kort","Microsatellite",101895.366464522,0.75911910632598,1.12347579994445,-0.00119092573359462,"A34_P1","Sylvia atricapilla","A34","P1","ELE","LE","370",3.54067,"m/year",104.5,0.1229977,2.831932,0.01539583,1903,2006.5,"TWO","OPPORTUNISTIC","no",2,654,"small","occurrence-based",-4.9140771206328,"vertebrate","N",3.54067,2.831932,"pos","A34_P1","Bassler_al_2013_PLoSONE","10.1371/journal.pone.0065842",13.46224,48.91963,59.85,10.33,747.67,622.19,1369.86,1113.49,747.67,2,0.693147180559945,"small",1,"RAW","occurrence","[1.8e+03,1.94e+03]","[33.8,880]","[1.54e-05,4.85]","(277,1.33e+03]","S25244","Animalia","Chordata","Aves","Passeriformes","Sylviidae","Sylvia","Bird","T",13.46224319,48.9196343,13.4108323721163,48.9722603325484,13.5192182217436,48.8743775607759,"pos","pospos",-0.708738,-0.708738,0
"Sylvia atricapilla",10.86,59.84252628,0.73,0.734406438631791,0.99446037375206,-0.103442631734936,"De Kort","Microsatellite",949018.368241123,0.747269942276366,1.06121905042291,-0.0505327683066128,"A8_P1","Sylvia atricapilla","A8","P1","LAT","O","25.8",2.15,"km/year",12,-2.304868,NA,-0.03876121,1976.5,1987.5,"TWO","OPPORTUNISTIC","yes",2,148,"large","occurrence-based",4.14340294438612,"vertebrate","N",2.15,-2.304868,"neg","A8_P1","Brommer_al_2012_PLoSONE","10.1371/journal.pone.0043648",26.22686,64.47058,337584.69,924.01,1351.34,0,1351.34,184.54,924.01,2,0.693147180559945,"large",3,"RAW","occurrence","(1.97e+03,1.99e+03]","(880,1.75e+03]","(62.4,1.23e+04]","(99,277]","S28709","Animalia","Chordata","Aves","Passeriformes","Sylviidae","Sylvia","Bird","T",26.22685667,64.47058356,27.9630007092154,70.0967925439408,22.880697926668,59.8093528127822,"pos","posneg",4.454868,2.304868,0
"Sylvia atricapilla",10.86,59.84252628,0.73,0.734406438631791,0.99446037375206,-0.103442631734936,"De Kort","Microsatellite",949018.368241123,0.747269942276366,1.06121905042291,-0.0505327683066128,"A8_P2","Sylvia atricapilla","A8","P2","LAT","O","38.5",1.790698,"km/year",21.5,3.085317,NA,0.04960494,1987.5,2008,"TWO","OPPORTUNISTIC","yes",2,148,"large","occurrence-based",4.14340294438612,"vertebrate","N",1.790698,3.085317,"pos","A8_P2","Brommer_al_2012_PLoSONE","10.1371/journal.pone.0043648",26.22686,64.47058,337584.69,924.01,1351.34,0,1351.34,184.54,924.01,2,0.693147180559945,"large",3,"RAW","occurrence","(1.99e+03,2.01e+03]","(880,1.75e+03]","(62.4,1.23e+04]","(99,277]","S28842","Animalia","Chordata","Aves","Passeriformes","Sylviidae","Sylvia","Bird","T",26.22685667,64.47058356,27.9630007092154,70.0967925439408,22.880697926668,59.8093528127822,"pos","pospos",1.294619,1.294619,1.294619
"Sylvia atricapilla",10.86,59.84252628,0.73,0.734406438631791,0.99446037375206,-0.103442631734936,"De Kort","Microsatellite",949018.368241123,0.747269942276366,1.06121905042291,-0.0505327683066128,"A8_P3","Sylvia atricapilla","A8","P3","LAT","O","64.3",1.978462,"km/year",32.5,1.945243,NA,0.03213202,1976.5,2008,"TWO","OPPORTUNISTIC","yes",2,148,"large","occurrence-based",4.14340294438612,"vertebrate","N",1.978462,1.945243,"pos","A8_P3","Brommer_al_2012_PLoSONE","10.1371/journal.pone.0043648",26.22686,64.47058,337584.69,924.01,1351.34,0,1351.34,184.54,924.01,2,0.693147180559945,"large",3,"RAW","occurrence","(1.97e+03,1.99e+03]","(880,1.75e+03]","(62.4,1.23e+04]","(99,277]","S29003","Animalia","Chordata","Aves","Passeriformes","Sylviidae","Sylvia","Bird","T",26.22685667,64.47058356,27.9630007092154,70.0967925439408,22.880697926668,59.8093528127822,"pos","pospos",-0.0332189999999999,-0.0332189999999999,0
"Sylvia atricapilla",10.86,59.84252628,0.73,0.734406438631791,0.99446037375206,-0.103442631734936,"De Kort","Microsatellite",1389191.51656909,0.747565489618082,1.06276765488431,-0.0493054154793345,"A9_P1","Sylvia atricapilla","A9","P1","LAT","LE","45",3.75,"km/year",12,-2.304868,NA,-0.03876121,1976.5,1987.5,"TWO","OPPORTUNISTIC","yes",2,150,"large","occurrence-based",4.14340294438612,"vertebrate","N",3.75,-2.304868,"neg","A9_P1","Brommer_2004_AZF","https://www.jstor.org/stable/23735946",26.22686,64.47058,337584.69,924.01,1351.34,0,1351.34,184.54,924.01,2,0.693147180559945,"large",3,"RAW","occurrence","(1.97e+03,1.99e+03]","(880,1.75e+03]","(62.4,1.23e+04]","(99,277]","S29747","Animalia","Chordata","Aves","Passeriformes","Sylviidae","Sylvia","Bird","T",26.22685667,64.47058356,27.9630007092154,70.0967925439408,22.880697926668,59.8093528127822,"pos","posneg",6.054868,2.304868,0
